customer_id,cc_num,first_name,last_name,gender,street,city,state,zip,lat,long,city_pop,job,dob,loyalty_tier,email_domain,signup_date
500014,8557656527547519,John,Johnson,M,6856 Oak Ave,New York,NY,92667.0,40.761198,-74.015067,1946404,Software Engineer,1997-01-02,Silver,gmail.com,2017-06-14
500015,1544487491900605,Karen,Martin,F,8093 Main St,Dallas,TX,10866.0,32.81611,-96.824005,4469521,Pharmacist,1990-11-29,Bronze,gmail.com,2020-12-08
500016,9804350250328543,Elizabeth,Smith,F,3037 Main St,Charlotte,NC,22624.0,35.19841,-80.889987,4403863,Mechanic,1974-08-25,Silver,yahoo.com,2021-12-13
500017,4192521411912683,William,Gonzalez,M,6212 Elm St,Dallas,TX,70161.0,32.791867,-96.810147,4744581,,1972-08-24,Silver,outlook.com,2022-09-02
500018,9932211933526362,Mary,Williams,F,6313 Elm St,Seattle,WA,82443.0,47.642636,-122.334779,3998020,Nurse,1957-03-26,Bronze,yahoo.com,2015-12-05
500019,8065034993214488,David,Jackson,M,8753 Main St,San Diego,CA,40115.0,32.762519,-117.192547,1778494,Plumber,1988-12-05,Gold,gmail.com,2025-05-13
500020,3525376025927763,Sarah,Jackson,M,3038 Maple Dr,Los Angeles,CA,12052.0,34.089062,-118.21604,1742768,Mechanic,2011-05-28,Platinum,gmail.com,2018-05-10
500021,6104342030849524,Richard,Moore,F,6388 Oak Ave,Chicago,IL,20279.0,41.905192,-87.595322,4205954,Lawyer,2000-08-05,Bronze,gmail.com,2019-11-26
500022,6450873307207177,Karen,Martin,F,5447 Main St,Houston,TX,93115.0,29.786502,-95.357178,2297833,Architect,1956-10-26,Platinum,yahoo.com,2018-12-28
500023,2672977515910724,Charles,Gonzalez,M,4939 Oak Ave,Dallas,TX,19634.0,32.739824,-96.843747,693184,,1983-09-06,Silver,hotmail.com,2022-12-25
500024,7662220788183210,Richard,Hernandez,F,1845 Main St,Denver,CO,10680.0,39.781285,-104.978635,7915123,Financial Analyst,2006-11-14,Platinum,outlook.com,2023-07-16
500025,1786301706828457,Jennifer,Wilson,F,9225 Park Rd,Phoenix,AZ,77166.0,33.478054,-112.075848,3427922,Accountant,1959-03-04,Bronze,gmail.com,2018-12-20
500026,6386699006807084,David,Gonzalez,M,4881 Elm St,Dallas,TX,60829.0,32.738431,-96.834481,6541144,Software Engineer,1958-05-08,,yahoo.com,2021-05-31
500027,4429328170835568,Jennifer,Jones,F,5033 Maple Dr,Dallas,TX,74634.0,32.795257,-96.803969,1229190,Software Engineer,1965-03-19,Silver,hotmail.com,2018-02-04
500028,8049632550393170,John,Lopez,F,4140 Elm St,San Antonio,TX,87831.0,29.394152,-98.494441,5177992,Sales Manager,1976-11-22,Platinum,gmail.com,2016-07-08
500029,4564079606536232,David,Martin,F,5499 Elm St,Phoenix,AZ,53874.0,33.404821,-112.065803,3617270,Mechanic,1950-08-10,Gold,outlook.com,2021-10-06
500030,3829913058992617,Jennifer,Gonzalez,F,4875 Elm St,Charlotte,NC,85481.0,35.203999,-80.813344,6564676,Electrician,1968-01-08,Gold,hotmail.com,2018-02-22
500031,2025811556706456,Charles,Miller,M,9112 Main St,Seattle,WA,70505.0,47.587236,-122.336578,7915246,Sales Manager,1985-04-02,Platinum,outlook.com,2024-04-27
500032,8636197671680544,Susan,Thomas,M,5061 Oak Ave,Charlotte,NC,43119.0,35.178262,-80.885855,5530265,Mechanic,1956-03-16,Platinum,hotmail.com,2015-10-30
500033,6244389054947329,Richard,Moore,F,9007 Main St,San Diego,CA,57124.0,32.704949,-117.163106,5890734,Software Engineer,2003-08-24,Bronze,yahoo.com,2022-05-17
500034,6827657154767043,Karen,Johnson,F,5532 Elm St,Columbus,OH,23886.0,39.971202,-83.019634,93481,Accountant,1981-11-06,Gold,yahoo.com,2020-09-22
500035,6228845906569229,Charles,Davis,F,6229 Elm St,Charlotte,NC,70694.0,35.246598,-80.807088,6483876,Mechanic,1996-07-17,Gold,gmail.com,2020-05-31
500036,9291556410613142,John,Brown,M,5807 Maple Dr,Los Angeles,CA,54966.0,34.080185,-118.289738,3824606,Sales Manager,1976-07-03,,hotmail.com,2018-11-27
500037,7503145008768159,Joseph,Hernandez,M,5019 Main St,San Diego,CA,25084.0,32.713751,-117.200607,194457,Police Officer,1958-10-04,Bronze,yahoo.com,2025-06-05
500038,2571333181287733,Sarah,Garcia,F,9272 Elm St,Charlotte,NC,70562.0,35.201305,-80.794434,1949945,Dentist,1971-11-19,Silver,yahoo.com,2022-03-08
500039,1262939596874515,Karen,Miller,F,9802 Elm St,Columbus,OH,60965.0,39.92545,-82.998911,42329,Sales Manager,1988-10-08,Silver,outlook.com,2023-06-09
500040,1916501256016529,Sarah,Garcia,F,5440 Oak Ave,Charlotte,NC,69972.0,35.238916,-80.822854,960923,Graphic Designer,1955-08-13,Platinum,icloud.com,2025-10-31
500041,4500551234065547,Karen,Gonzalez,M,5800 Maple Dr,Columbus,OH,70012.0,39.967165,-83.047823,5183813,Chef,1978-02-12,Gold,icloud.com,2021-08-14
500042,3820926505379494,Patricia,Davis,F,2016 Oak Ave,Los Angeles,CA,58929.0,34.034846,-118.241929,5821967,Mechanic,2010-04-19,,hotmail.com,2019-09-10
500043,4456154061929765,Susan,Garcia,F,8904 Oak Ave,Austin,TX,82733.0,30.225987,-97.758037,1404769,Plumber,1962-05-15,Gold,yahoo.com,2017-02-05
500044,1482885833434908,Barbara,Smith,F,2336 Oak Ave,Philadelphia,PA,60324.0,39.90592,-75.207342,4715891,Plumber,1990-06-18,Platinum,hotmail.com,2019-08-30
500045,2506483352856926,John,Jackson,M,3713 Maple Dr,Charlotte,NC,14285.0,35.216792,-80.879828,2310633,Electrician,1989-10-27,,outlook.com,2016-11-19
500046,7688009538664425,Jessica,Moore,M,9483 Main St,Denver,CO,45112.0,39.745954,-104.971354,6507119,Lawyer,1991-01-11,,gmail.com,2023-07-10
500047,2968450282835683,Susan,Brown,M,4977 Main St,Charlotte,NC,68947.0,35.257159,-80.873085,2209653,Lawyer,1989-08-06,Bronze,hotmail.com,2024-09-14
500048,8302158269190999,Charles,Lopez,F,2819 Park Rd,Los Angeles,CA,28249.0,34.018948,-118.283243,6588793,Sales Manager,1971-04-05,Silver,gmail.com,2021-05-24
500049,6376016066621465,Sarah,Garcia,F,4894 Maple Dr,Philadelphia,PA,85069.0,39.966243,-75.144552,2247636,Accountant,1997-10-02,Silver,hotmail.com,2025-04-21
500050,6907791369131180,Robert,Jones,M,2496 Maple Dr,New York,NY,42447.0,40.665959,-73.962379,6392703,Dentist,1974-11-18,Platinum,yahoo.com,2021-06-23
500051,4731006426732373,Richard,Anderson,M,1625 Elm St,Columbus,OH,77582.0,39.916397,-82.99467,6294798,Graphic Designer,1974-02-09,Gold,hotmail.com,2025-08-28
500052,1022276199877104,John,Anderson,F,1137 Park Rd,San Diego,CA,62129.0,32.736606,-117.124003,1832289,Pharmacist,1979-05-13,Silver,hotmail.com,2018-01-04
500053,5929734848225078,Charles,Jones,F,5731 Main St,Philadelphia,PA,16021.0,39.974009,-75.135027,840293,Architect,1975-06-11,Bronze,gmail.com,2025-06-03
500054,5111947749924282,James,Wilson,M,2261 Maple Dr,Seattle,WA,30837.0,47.590145,-122.300617,7340194,Graphic Designer,1964-03-04,Bronze,outlook.com,2017-10-22
500055,9140709636685766,Jennifer,Johnson,F,5105 Oak Ave,Los Angeles,CA,66260.0,34.010211,-118.204218,5503608,Software Engineer,1983-05-12,Bronze,gmail.com,2017-05-24
500056,6347389472283910,Linda,Taylor,F,252 Main St,San Diego,CA,55032.0,32.720459,-117.12937,6859407,Accountant,1956-12-28,Platinum,yahoo.com,2020-05-10
500057,1804620818505462,Patricia,Brown,F,6122 Maple Dr,Los Angeles,CA,27973.0,34.047432,-118.229342,3215496,Mechanic,1970-07-17,Silver,gmail.com,2020-12-12
500058,6854863384502704,Jennifer,Anderson,F,3590 Oak Ave,Austin,TX,63963.0,30.26984,-97.719941,5173020,Architect,1950-10-05,Silver,gmail.com,2025-01-20
500059,2109303089973050,Charles,Gonzalez,F,7135 Maple Dr,Los Angeles,CA,28327.0,34.010363,-118.287665,2083582,Graphic Designer,1962-07-24,Bronze,yahoo.com,2021-03-16
500060,6472714850515602,Elizabeth,Smith,F,3466 Park Rd,Austin,TX,89551.0,30.24191,-97.777146,4279185,Sales Manager,2003-10-31,Platinum,outlook.com,2022-03-31
500061,4475747359487530,Patricia,Davis,F,9830 Main St,New York,NY,79243.0,40.749978,-74.034079,7460161,Teacher,1971-06-22,Gold,outlook.com,2016-06-24
500062,4291342620702319,Sarah,Garcia,F,1295 Main St,San Antonio,TX,86986.0,29.471687,-98.50991,571504,Teacher,2000-12-28,Gold,yahoo.com,2015-06-13
500063,8109295935893803,Richard,Taylor,F,8309 Elm St,Boston,MA,65518.0,42.328312,-71.02993,5892214,,1955-06-05,Bronze,icloud.com,2021-01-11
500064,1752973383213115,Elizabeth,Williams,M,2645 Park Rd,Austin,TX,52827.0,30.283071,-97.74328,3282693,Software Engineer,1963-09-13,Gold,hotmail.com,2023-03-09
500065,3202077226003613,John,Wilson,M,7528 Park Rd,Seattle,WA,89800.0,47.611736,-122.31018,466613,Financial Analyst,1971-05-30,Silver,gmail.com,2015-02-21
500066,1102236119464600,Jennifer,Thomas,F,8668 Park Rd,Charlotte,NC,43980.0,35.199945,-80.793467,1405586,Lawyer,1962-04-24,Silver,outlook.com,2023-03-22
500067,9105555788592280,James,Hernandez,F,4556 Park Rd,Boston,MA,18371.0,42.407579,-71.043867,2210781,Software Engineer,1960-08-04,Platinum,hotmail.com,2020-09-23
500068,8740426566398195,Charles,Garcia,F,2677 Maple Dr,Philadelphia,PA,23487.0,39.922554,-75.147177,7506667,Accountant,1954-12-22,Silver,icloud.com,2015-01-11
500069,1414164746693766,Jessica,Lopez,F,2558 Oak Ave,New York,NY,14635.0,40.67002,-74.052935,4642765,Pharmacist,1951-02-07,Silver,outlook.com,2017-10-13
500070,3443275124819172,John,Jackson,F,2056 Park Rd,San Antonio,TX,98254.0,29.399868,-98.497338,7571029,Nurse,2014-08-15,Silver,yahoo.com,2024-01-08
500071,4611212600216648,John,Anderson,F,5190 Maple Dr,Dallas,TX,21322.0,32.813527,-96.774283,4644666,,1954-02-13,Bronze,outlook.com,2017-04-01
500072,3737375005734679,Karen,Davis,F,6133 Park Rd,Phoenix,AZ,74665.0,33.472671,-112.081451,6486149,Sales Manager,2000-07-31,,yahoo.com,2016-09-08
500073,3098654267505557,Sarah,Lopez,M,5588 Main St,New York,NY,96154.0,40.697393,-74.018896,3161422,Financial Analyst,1986-10-15,Bronze,yahoo.com,2020-12-10
500074,9657586735127231,Mary,Jones,F,1624 Main St,Houston,TX,40339.0,29.809165,-95.415789,7531992,Pharmacist,1987-08-31,Gold,hotmail.com,2025-12-05
500075,1860881444233810,Thomas,Jones,F,1326 Park Rd,Charlotte,NC,84425.0,35.263803,-80.835232,527466,Pharmacist,1957-08-14,Silver,yahoo.com,2018-04-09
500076,8213118083110359,Richard,Hernandez,F,7517 Maple Dr,Phoenix,AZ,40619.0,33.442262,-112.051474,631523,Sales Manager,1978-04-06,Silver,icloud.com,2016-03-22
500077,5049334527359638,Joseph,Hernandez,F,2078 Park Rd,Chicago,IL,56961.0,41.876767,-87.592458,6467053,Sales Manager,1959-06-25,Platinum,outlook.com,2020-03-12
500078,2419671763276487,Elizabeth,Martin,M,3622 Maple Dr,Phoenix,AZ,29441.0,33.48847,-112.081828,770149,Electrician,1960-10-04,Gold,hotmail.com,2020-10-04
500079,3343374094914362,Jennifer,Smith,F,7508 Park Rd,New York,NY,82105.0,40.690483,-73.996765,2100915,Accountant,2010-10-02,Platinum,gmail.com,2024-01-06
500080,1107696826584979,Mary,Davis,M,3346 Elm St,Denver,CO,58790.0,39.780436,-105.019234,5761978,Software Engineer,1962-07-17,,icloud.com,2017-11-26
500081,9981631408058959,John,Miller,F,2210 Main St,Boston,MA,53456.0,42.372397,-71.045744,1032836,Nurse,1956-09-23,Platinum,gmail.com,2016-11-19
500082,8401085209892359,Richard,Thomas,M,6370 Elm St,Boston,MA,32650.0,42.383411,-71.095743,2974091,Sales Manager,2001-06-27,Silver,outlook.com,2018-02-20
500083,6531376860186913,Karen,Martin,M,4935 Elm St,San Diego,CA,64000.0,32.737282,-117.120197,7410283,Plumber,1963-05-03,Bronze,gmail.com,2018-02-19
500084,2796556555745596,Thomas,Davis,M,6366 Maple Dr,San Antonio,TX,72873.0,29.392068,-98.519846,4572746,Plumber,1962-04-24,Gold,icloud.com,2020-08-19
500085,2619637623801342,James,Hernandez,M,580 Maple Dr,Philadelphia,PA,17679.0,39.99974,-75.197102,6788480,Plumber,1984-11-04,,outlook.com,2023-08-07
500086,2437774550318741,Patricia,Davis,M,4466 Park Rd,Austin,TX,17328.0,30.302639,-97.743872,6414313,Electrician,1970-11-19,,hotmail.com,2018-12-24
500087,3130661017446900,Charles,Hernandez,F,9792 Main St,Boston,MA,56095.0,42.334823,-71.021825,7953698,Mechanic,1965-08-02,,yahoo.com,2024-05-20
500088,3783703776931219,Jennifer,Thomas,M,1578 Main St,Denver,CO,40490.0,39.733731,-104.988818,5052113,Electrician,1994-02-28,Bronze,icloud.com,2020-05-11
500089,6531634056773264,Michael,Jones,F,3007 Maple Dr,New York,NY,17806.0,40.698723,-73.996705,188818,Mechanic,1979-10-06,,yahoo.com,2023-09-07
500090,4286637225498011,John,Lopez,F,9701 Main St,Los Angeles,CA,54113.0,34.018552,-118.254592,2536389,Police Officer,1997-03-20,Silver,yahoo.com,2023-03-19
500091,5388309651288962,David,Garcia,F,3757 Park Rd,San Antonio,TX,32983.0,29.471041,-98.517787,3179115,Financial Analyst,2007-05-09,Gold,yahoo.com,2016-12-28
500092,7323132237596400,Charles,Gonzalez,M,3083 Park Rd,Charlotte,NC,51709.0,35.242774,-80.860581,7731228,Electrician,1950-02-28,,gmail.com,2025-07-03
500093,7713456212800571,John,Davis,F,5334 Oak Ave,San Diego,CA,93386.0,32.743047,-117.198013,7431604,Software Engineer,1962-08-14,Gold,hotmail.com,2015-02-16
500094,7243573555128563,John,Lopez,F,1870 Main St,Phoenix,AZ,16310.0,33.495382,-112.078621,3242475,Architect,1968-10-23,Platinum,yahoo.com,2024-12-02
500095,4411139828103373,Barbara,Moore,F,1761 Elm St,San Antonio,TX,85766.0,29.397705,-98.53625,5465728,Electrician,1994-03-28,Silver,hotmail.com,2015-10-29
500096,1180845159588227,David,Rodriguez,M,1315 Maple Dr,Denver,CO,32296.0,39.706176,-104.988323,7453507,Dentist,1952-12-30,Silver,gmail.com,2021-02-18
500097,6350551449759200,Karen,Thomas,M,7166 Oak Ave,Boston,MA,89602.0,42.3438,-71.026012,7468791,Pharmacist,1958-05-09,Silver,gmail.com,2016-02-19
500098,2711226529918145,Susan,Moore,F,4712 Maple Dr,Philadelphia,PA,41135.0,39.945689,-75.190329,809601,Nurse,1968-06-10,Platinum,icloud.com,2021-03-01
500099,1490932601465734,Barbara,Smith,F,1535 Maple Dr,Seattle,WA,96772.0,47.617914,-122.311422,5248642,Plumber,1994-01-17,Silver,gmail.com,2015-04-16
500100,3628402467075713,John,Thomas,M,5152 Elm St,Houston,TX,71727.0,29.727104,-95.403038,4107841,Graphic Designer,1965-04-29,Bronze,icloud.com,2019-05-07
500101,4435754301662761,Barbara,Garcia,F,831 Maple Dr,Chicago,IL,67637.0,41.831767,-87.60616,3906188,Graphic Designer,1983-04-15,Silver,outlook.com,2021-04-30
500102,7273253938199412,Patricia,Williams,F,8971 Elm St,New York,NY,87296.0,40.72918,-74.008537,1913515,Nurse,1963-07-24,Platinum,icloud.com,2019-09-11
500103,9433996642698251,Jessica,Jackson,M,7903 Maple Dr,Dallas,TX,20348.0,32.811117,-96.766433,3316859,Nurse,2011-08-22,,icloud.com,2025-02-05
500104,9851870377504005,Karen,Jones,M,7457 Oak Ave,Dallas,TX,31910.0,32.785235,-96.760173,1782463,Sales Manager,2001-04-09,Silver,gmail.com,2019-10-01
500105,2818727246327434,Robert,Martin,F,5338 Main St,Los Angeles,CA,21406.0,34.022784,-118.282508,3260611,Dentist,2011-04-15,,outlook.com,2024-08-09
500106,9261058029013497,James,Martin,F,1943 Elm St,Phoenix,AZ,29613.0,33.425375,-112.118291,1248189,Accountant,1996-08-16,Bronze,icloud.com,2023-09-29
500107,5824557669243889,Barbara,Wilson,F,6375 Elm St,Los Angeles,CA,84976.0,34.055317,-118.200039,5113344,Plumber,1975-09-01,Bronze,yahoo.com,2018-02-02
500108,6482279300580702,Richard,Johnson,F,5531 Oak Ave,San Antonio,TX,16460.0,29.378034,-98.531389,6260802,Plumber,1962-11-27,Gold,outlook.com,2015-03-24
500109,3525137162887064,Jessica,Brown,M,2301 Maple Dr,Philadelphia,PA,68079.0,39.94782,-75.121812,6498041,Police Officer,1977-03-10,Gold,hotmail.com,2021-10-13
500110,4978626581958067,Michael,Wilson,F,8562 Maple Dr,Columbus,OH,17367.0,39.942816,-82.998077,4327395,Chef,1958-01-04,Bronze,outlook.com,2022-12-16
500111,8030265045709388,Thomas,Jackson,M,2946 Oak Ave,Dallas,TX,36309.0,32.730857,-96.832166,7026069,Nurse,1986-03-11,Silver,gmail.com,2020-02-13
500112,2793422455399400,William,Lopez,F,8375 Elm St,New York,NY,93284.0,40.761463,-73.959488,7748302,Accountant,1982-05-01,Bronze,yahoo.com,2019-03-06
500113,2599529341408687,Jessica,Jackson,F,5740 Oak Ave,San Diego,CA,43903.0,32.666194,-117.115919,6287741,,2003-04-18,Gold,gmail.com,2019-05-03
500114,6154445458671808,Michael,Davis,M,3487 Maple Dr,New York,NY,95404.0,40.726712,-73.969208,3440195,Teacher,1964-08-13,Bronze,hotmail.com,2025-03-22
500115,6414605884416205,James,Davis,F,5104 Maple Dr,Chicago,IL,65549.0,41.873574,-87.62824,7516855,Dentist,2008-01-30,Gold,hotmail.com,2017-10-29
500116,7099640837038443,Thomas,Martin,F,9676 Main St,Houston,TX,10963.0,29.759285,-95.353114,4295888,Lawyer,1991-11-14,,icloud.com,2021-10-30
500117,1973719270175499,Jessica,Williams,F,4629 Maple Dr,Phoenix,AZ,46291.0,33.412365,-112.121003,2195659,,1976-10-11,Silver,yahoo.com,2020-10-19
500118,1511384145224673,Karen,Gonzalez,F,2392 Main St,Denver,CO,95904.0,39.719993,-104.969832,4177265,Financial Analyst,1971-07-24,Gold,hotmail.com,2019-07-16
500119,6251409419872915,Charles,Miller,F,3743 Park Rd,San Antonio,TX,93665.0,29.394285,-98.476257,6589193,Plumber,2016-02-05,Gold,icloud.com,2018-05-14
500120,6923266022873342,Sarah,Garcia,F,1699 Elm St,Seattle,WA,26769.0,47.653191,-122.37271,6220278,Graphic Designer,1965-04-02,,yahoo.com,2025-08-14
500121,1804342811133808,Linda,Lopez,M,5131 Elm St,Columbus,OH,53426.0,39.97846,-83.004425,3122898,Graphic Designer,1980-02-11,,outlook.com,2020-03-14
500122,1483477899515321,Charles,Jackson,M,7836 Oak Ave,Seattle,WA,75598.0,47.643014,-122.364385,1010088,Dentist,1960-07-26,,outlook.com,2019-08-20
500123,9938274209554050,Michael,Hernandez,F,9429 Elm St,New York,NY,28772.0,40.732063,-73.972188,2659016,Chef,1963-07-12,Bronze,hotmail.com,2018-09-24
500124,6715056628852616,Mary,Smith,F,4581 Oak Ave,Columbus,OH,32099.0,40.005661,-82.980475,4839177,Chef,1965-11-12,Platinum,gmail.com,2016-06-14
500125,4867779684646223,Richard,Wilson,F,6380 Main St,Austin,TX,14944.0,30.266917,-97.731315,4482693,Sales Manager,1988-11-28,Gold,gmail.com,2025-01-01
500126,5783128267618632,Michael,Smith,M,4176 Oak Ave,Philadelphia,PA,55134.0,39.98949,-75.158139,2623019,Mechanic,2017-11-25,Bronze,hotmail.com,2020-08-23
500127,1588050459645386,Mary,Martinez,F,7569 Park Rd,Austin,TX,88167.0,30.220239,-97.700005,4401617,Police Officer,1977-06-18,Platinum,yahoo.com,2018-11-04
500128,7756440366112161,Michael,Garcia,F,413 Oak Ave,Boston,MA,39402.0,42.379053,-71.041249,6104934,Mechanic,1993-12-23,Silver,gmail.com,2021-08-12
500129,4301958501239602,Mary,Gonzalez,F,8861 Park Rd,Dallas,TX,16368.0,32.748268,-96.781111,4987196,Nurse,1965-02-28,Bronze,gmail.com,2015-07-17
500130,5002026546646454,Richard,Brown,F,7872 Oak Ave,Charlotte,NC,36934.0,35.216486,-80.827977,5836693,Teacher,1960-05-22,Gold,hotmail.com,2022-06-03
500131,3431739703262324,Karen,Martin,M,6962 Main St,Los Angeles,CA,77054.0,34.012859,-118.227915,6034448,Accountant,2009-06-08,Gold,gmail.com,2023-10-20
500132,6485399939645936,Michael,Rodriguez,M,5964 Elm St,Los Angeles,CA,48712.0,34.102141,-118.288879,1350311,Nurse,1994-08-27,,hotmail.com,2025-03-17
500133,5329438416288942,David,Davis,M,308 Main St,Houston,TX,24474.0,29.808117,-95.379109,7011435,Plumber,2011-09-29,Silver,gmail.com,2023-09-28
500134,7517396936029964,Patricia,Rodriguez,M,7583 Maple Dr,Dallas,TX,44619.0,32.813775,-96.768761,3899640,Nurse,1956-09-25,Bronze,yahoo.com,2024-10-20
500135,8220133629462329,David,Wilson,M,1656 Main St,New York,NY,11267.0,40.719502,-73.982155,7152083,Mechanic,1976-01-26,Silver,outlook.com,2019-01-04
500136,6600740240308510,William,Williams,F,5715 Oak Ave,Boston,MA,24920.0,42.397952,-71.068486,3366965,Dentist,1989-04-09,Platinum,outlook.com,2024-05-16
500137,5307649693064409,Susan,Garcia,M,2271 Main St,San Antonio,TX,30892.0,29.406803,-98.476841,875008,Pharmacist,2011-11-23,,hotmail.com,2023-12-31
500138,2632647800123412,Karen,Gonzalez,F,572 Oak Ave,Austin,TX,73318.0,30.297985,-97.716871,7725857,Plumber,2010-11-11,Bronze,hotmail.com,2019-12-11
500139,6899478007091090,David,Smith,M,5642 Park Rd,New York,NY,78564.0,40.742581,-74.012442,5778389,Accountant,1955-09-07,Platinum,yahoo.com,2020-05-27
500140,6777257903797452,Richard,Jones,M,290 Oak Ave,Philadelphia,PA,76265.0,39.984383,-75.203179,7125632,Plumber,2009-07-18,Platinum,yahoo.com,2015-11-03
500141,3169758725508824,David,Rodriguez,M,8405 Oak Ave,Denver,CO,82154.0,39.743649,-105.039724,5401536,Dentist,1994-02-09,Platinum,yahoo.com,2015-11-19
500142,6161441734653347,Joseph,Williams,F,7424 Maple Dr,San Diego,CA,25559.0,32.698159,-117.174454,4177270,Teacher,1989-11-07,Bronze,hotmail.com,2019-08-16
500143,1001527071751443,John,Martin,F,8428 Park Rd,New York,NY,37112.0,40.702417,-73.986453,5496149,Architect,1999-12-26,Gold,outlook.com,2024-04-03
500144,5093412402081808,David,Moore,F,6052 Elm St,New York,NY,24945.0,40.701656,-74.011131,822360,Electrician,1969-12-31,Bronze,outlook.com,2018-12-25
500145,8204974990008380,Elizabeth,Moore,F,1841 Main St,Seattle,WA,31516.0,47.579954,-122.344775,4135736,Mechanic,2006-11-06,Platinum,gmail.com,2017-11-07
500146,2087581014120497,Richard,Miller,F,3222 Maple Dr,Austin,TX,24125.0,30.239927,-97.78578,6356429,Pharmacist,1967-07-30,Bronze,icloud.com,2016-05-19
500147,6930849289068345,Charles,Taylor,M,8272 Main St,Denver,CO,79515.0,39.749545,-104.973479,6180810,Nurse,1990-06-02,,hotmail.com,2024-05-28
500148,5578658151010772,Jennifer,Jackson,M,2203 Main St,Austin,TX,60778.0,30.279149,-97.746751,5520692,Police Officer,1993-04-29,,hotmail.com,2019-09-11
500149,3235937478868042,William,Gonzalez,F,4919 Elm St,Austin,TX,27481.0,30.255179,-97.706767,1164137,Pharmacist,2012-02-17,,icloud.com,2018-05-09
500150,8752564350976794,David,Moore,M,3391 Oak Ave,Seattle,WA,91810.0,47.608108,-122.334182,5997691,Financial Analyst,2012-12-07,Gold,yahoo.com,2022-12-19
500151,5886330622290185,David,Brown,F,9312 Elm St,Columbus,OH,86389.0,39.913764,-83.014675,4791860,Pharmacist,1965-12-14,,outlook.com,2024-11-03
500152,1115026990796796,Thomas,Brown,M,6340 Oak Ave,Seattle,WA,16955.0,47.59422,-122.342218,5627499,Nurse,1987-11-23,Silver,outlook.com,2023-05-31
500153,3581605986649982,William,Jones,M,4935 Oak Ave,Denver,CO,80932.0,39.747217,-104.98694,276005,Lawyer,1964-06-09,Platinum,gmail.com,2021-11-28
500154,6061012249075992,Linda,Moore,F,3992 Park Rd,Seattle,WA,47701.0,47.616991,-122.305612,5817769,Nurse,2010-08-09,Platinum,hotmail.com,2019-09-03
500155,9699453305919310,Sarah,Johnson,M,4217 Oak Ave,Denver,CO,91338.0,39.770499,-104.968488,7293441,Architect,2011-06-20,Silver,outlook.com,2023-06-20
500156,6434829018173346,Michael,Miller,F,7453 Oak Ave,Austin,TX,99477.0,30.312752,-97.791277,629691,Chef,1999-01-15,Silver,icloud.com,2016-05-03
500157,3514017997467680,Sarah,Rodriguez,M,2736 Park Rd,San Antonio,TX,43425.0,29.393678,-98.542844,52354,Police Officer,1953-08-24,Platinum,yahoo.com,2015-06-13
